name,recommendation,category,keyword,reason,info,usage,precaution,
"오메가-3(EPA, DHA)",추천,건강문제,습진,항염 효과로 피부의 가려움과 염증을 완화하는 데 도움을 줍니다.,오메가-3는 불포화지방산의 일종으로 심혈관 건강을 지원하며 염증을 조절하는 역할을 합니다.,식후에 섭취하면 흡수가 잘 됩니다.,항응고제를 복용 중인 경우 출혈 위험이 증가할 수 있어 주의해야 합니다.,
비타민 B3(니아신),주의,건강문제,습진,고용량 섭취 시 피부 플러시(flushing)나 자극 증상이 악화될 수 있습니다.,나이아신은 에너지 대사에 관여하는 수용성 비타민입니다.,수용성이라 공복 섭취가 가능합니다.,과도 복용 시 얼굴 홍조나 간 기능 이상이 생길 수 있습니다.,
아연,추천,건강문제,여드름,피지 분비를 조절하고 염증성 여드름의 회복을 촉진합니다.,"아연은 세포 분열과 면역 기능, 피부 회복에 필수적인 미네랄입니다.",공복보다는 식사와 함께 섭취하는 것이 위 자극을 줄입니다.,고용량 아연 섭취는 구리 결핍을 유발할 수 있으니 균형 있게 섭취해야 합니다.,
요오드,주의,건강문제,여드름,요오드는 과다 섭취 시 여드름을 유발하거나 악화시킬 수 있습니다.,"요오드는 갑상선 기능 유지에 중요한 미네랄이지만, 일부 피부 반응과 연관 있습니다.",갑상선 기능 저하증 외에는 요오드가 많이 포함된 보충제를 피하는 것이 좋습니다.,요오드 과잉은 특히 여드름 민감성 피부에 부정적일 수 있습니다.,
비타민 D,추천,건강문제,아토피 피부염,면역 조절 기능을 통해 염증을 억제하고 피부 장벽을 강화하는 데 도움을 줍니다.,"비타민 D는 햇빛을 통해 체내에서 합성되며, 뼈 건강과 면역 조절에 중요합니다.",지용성 비타민이므로 식사 중 지방과 함께 섭취해야 흡수율이 높아집니다.,과잉 섭취 시 고칼슘혈증 등의 부작용이 있을 수 있어 권장량을 지켜야 합니다.,
비타민 A,주의,건강문제,아토피 피부염,고용량 비타민 A는 피부 건조와 자극을 유발해 증상을 악화시킬 수 있습니다.,비타민 A는 시력과 피부 건강에 중요한 지용성 비타민입니다.,섭취량 조절이 어렵다면 베타카로틴 형태로 섭취하는 것이 더 안전할 수 있습니다.,"과잉 섭취 시 간 손상, 두통, 기분 변화 등의 부작용이 발생할 수 있습니다.",
비타민 C,추천,건강문제,폐질환,폐조직 손상을 줄이고 호흡기 면역력을 강화하는 데 도움을 줍니다.,비타민 C는 수용성 비타민으로 항산화 작용을 하며 면역력 강화에 중요한 역할을 합니다.,하루에 나눠 섭취하면 체내 흡수율이 높아집니다.,과다 복용 시 위장 장애나 설사를 유발할 수 있으므로 1일 권장량을 초과하지 않도록 주의하세요.,
오메가-6(GLA),주의,건강문제,폐질환,과다 섭취 시 염증을 촉진하여 만성 폐질환의 진행을 악화시킬 수 있습니다.,"오메가-6는 필수 지방산이지만, 비율이 불균형할 경우 건강에 해로울 수 있습니다.",섭취를 줄이고 오메가-3와의 비율을 1:1 또는 1:2 수준으로 맞추는 것이 권장됩니다.,가공식품에 많이 포함되어 있어 과잉 섭취하기 쉬우므로 주의해야 합니다.,
마그네슘,추천,건강문제,뇌전증,신경 전달을 안정화하고 발작 위험을 낮추는 데 도움을 줄 수 있습니다.,마그네슘은 체내 300개 이상의 효소 반응에 관여하며 신경과 근육 기능에 필수적인 미네랄입니다. 특히 심혈관 건강에 중요한 역할을 합니다.,식사 중 함께 섭취하면 흡수율이 높습니다.,과다 섭취 시 설사나 복부 경련이 생길 수 있으므로 적정량을 지켜야 합니다.,
오메가-6(GLA),주의,건강문제,뇌전증,염증 반응을 증가시켜 신경 과민 상태를 유발할 수 있습니다.,"오메가-6는 필수 지방산이지만, 오메가-3와의 균형이 중요합니다.","오메가-6가 많은 식용유(옥수수유, 해바라기유 등)의 사용을 줄이고, 오메가-3가 풍부한 식품을 늘리는 것이 좋습니다.",항경련 약물 복용 중에는 지방 섭취 균형이 더욱 중요합니다.,
루테인,추천,건강문제,백내장,안구의 황반을 보호하고 산화 스트레스를 줄여 백내장 발생 위험을 낮춥니다.,"루테인은 눈 건강에 중요한 카로티노이드로, 특히 노화성 안질환 예방에 유효합니다.",지용성이므로 식사 중 지방과 함께 섭취하면 흡수율이 높아집니다.,"루테인만 과다 복용해도 특별한 부작용은 드물지만, 복합 보충제와 병용 시 주의하세요.",
비타민 A,주의,건강문제,백내장,고용량 비타민 A는 장기적으로 안압 증가나 시각 이상을 초래할 수 있습니다.,비타민 A는 시력과 피부 건강에 중요한 지용성 비타민입니다.,섭취량 조절이 어렵다면 베타카로틴 형태로 섭취하는 것이 더 안전할 수 있습니다.,"과잉 섭취 시 간 손상, 두통, 기분 변화 등의 부작용이 발생할 수 있습니다.",
"오메가-3(EPA, DHA)",추천,건강문제,녹내장,안압을 낮추고 망막 혈류를 개선하여 녹내장 진행을 늦추는 데 도움이 됩니다.,오메가-3는 불포화지방산의 일종으로 심혈관 건강을 지원하며 염증을 조절하는 역할을 합니다.,식후에 섭취하면 흡수가 잘 됩니다.,항응고제를 복용 중인 경우 출혈 위험이 증가할 수 있어 주의해야 합니다.,
비타민 A,주의,건강문제,녹내장,고용량 비타민 A는 안압을 증가시킬 수 있어 녹내장 환자에게 부정적인 영향을 줄 수 있습니다.,비타민 A는 시력과 피부 건강에 중요한 지용성 비타민입니다.,섭취량 조절이 어렵다면 베타카로틴 형태로 섭취하는 것이 더 안전할 수 있습니다.,"과잉 섭취 시 간 손상, 두통, 기분 변화 등의 부작용이 발생할 수 있습니다.",
요오드,추천,건강문제,갑상선 기능 저하증,"갑상선 호르몬 합성에 필수적인 원소로, 결핍 시 기능 저하가 악화될 수 있습니다.","요오드는 갑상선 기능 유지에 중요한 미네랄이지만, 일부 피부 반응과 연관 있습니다.",갑상선 기능 저하증 외에는 요오드가 많이 포함된 보충제를 피하는 것이 좋습니다.,요오드 과잉은 특히 여드름 민감성 피부에 부정적일 수 있습니다.,
셀레늄,추천,건강문제,갑상선 기능 저하증,갑상선 호르몬의 대사와 항산화 작용에 관여하여 갑상선 기능을 보조합니다.,"셀레늄은 티로이드 효소의 작용을 돕는 미네랄이며, 면역 조절에도 관여합니다.","하루 권장량을 넘기지 않도록 식사 중 보충이 좋으며, 견과류나 해산물에 풍부합니다.","고용량 장기 복용 시 탈모, 손톱 이상, 신경 증상 등이 나타날 수 있습니다.",
콩이소플라본 (※보충제 섭취 시 주의),주의,건강문제,갑상선 기능 저하증,이소플라본은 갑상선 호르몬의 작용을 방해할 수 있어 기능 저하증 환자에게 적합하지 않을 수 있습니다.,"콩이소플라본은 식물성 에스트로겐의 일종으로, 호르몬에 민감한 작용을 할 수 있습니다.","소량의 식품 섭취는 무관하나, 고용량 보충제는 피하는 것이 바람직합니다.",특히 갑상선 약물을 복용 중인 경우 복용 간격을 두는 것이 좋습니다.,
크롬,추천,건강관심사,임신성 당뇨,인슐린 감수성을 높여 혈당 조절에 도움을 줄 수 있습니다.,"크롬은 미량 무기질로, 탄수화물과 지방 대사에 중요한 역할을 합니다.","식사와 함께 섭취하는 것이 좋으며, 고용량 섭취는 피해야 합니다.",장기 고용량 섭취 시 신장이나 간 손상 가능성이 있으므로 주의가 필요합니다.,
마그네슘,추천,건강관심사,임신성 당뇨,혈당과 인슐린 조절에 기여하고 태아 성장에도 중요합니다.,마그네슘은 체내 300개 이상의 효소 반응에 관여하며 신경과 근육 기능에 필수적인 미네랄입니다. 특히 심혈관 건강에 중요한 역할을 합니다.,식사 중 함께 섭취하면 흡수율이 높습니다.,과다 섭취 시 설사나 복부 경련이 생길 수 있으므로 적정량을 지켜야 합니다.,
비타민 B1,주의,건강관심사,임신성 당뇨,"당질 대사 촉진으로 혈당 상승 가능성이 있어, 혈당 조절 중인 경우 주의가 필요합니다.",비타민 B1은 탄수화물 대사에 필수적인 수용성 비타민입니다.,공복보다는 식사와 함께 복용하는 것이 흡수에 유리합니다.,고용량 복용 시 효과가 제한적일 수 있어 지속적인 관리는 필요합니다.,
칼슘,추천,건강관심사,임신성 고혈압,혈관 수축을 완화하고 고혈압 위험을 낮추는 데 도움을 줍니다.,칼슘은 뼈와 치아 건강뿐 아니라 근육 수축과 혈압 조절에도 관여하는 필수 미네랄입니다.,흡수를 위해 비타민 D와 함께 섭취하는 것이 좋습니다.,철분과 동시에 섭취 시 흡수율이 떨어질 수 있으므로 시간차를 두는 것이 좋습니다.,
"오메가-3(EPA, DHA)",추천,건강관심사,임신성 고혈압,혈관을 확장시키고 염증을 줄여 혈압 조절에 도움을 줍니다.,오메가-3는 불포화지방산의 일종으로 심혈관 건강을 지원하며 염증을 조절하는 역할을 합니다.,식후에 섭취하면 흡수가 잘 됩니다.,항응고제를 복용 중인 경우 출혈 위험이 증가할 수 있어 주의해야 합니다.,
비타민 D,추천,건강관심사,임신중독증,임신 중독증의 염증 반응과 고혈압 위험을 완화하는 데 도움을 줍니다.,"비타민 D는 햇빛을 통해 체내에서 합성되며, 뼈 건강과 면역 조절에 중요합니다.",지용성 비타민이므로 식사 중 지방과 함께 섭취해야 흡수율이 높아집니다.,과잉 섭취 시 고칼슘혈증 등의 부작용이 있을 수 있어 권장량을 지켜야 합니다.,
"오메가-3(EPA, DHA)",추천,건강관심사,임신중독증,염증을 완화하고 혈관 기능을 개선해 임신 합병증 위험을 줄입니다.,오메가-3는 불포화지방산의 일종으로 심혈관 건강을 지원하며 염증을 조절하는 역할을 합니다.,식후에 섭취하면 흡수가 잘 됩니다.,항응고제를 복용 중인 경우 출혈 위험이 증가할 수 있어 주의해야 합니다.,
비타민 B12(코발라민),추천,건강관심사,피로감/에너지부족,에너지 생성과 신경계 유지에 기여하여 피로 회복에 효과적입니다.,비타민 B12는 적혈구 생성과 신경 기능 유지에 필수적인 수용성 비타민입니다.,식사와 함께 섭취하면 흡수율이 높아집니다.,"일반적으로 안전하나, 고용량 장기 복용 시 간 기능을 모니터링할 필요가 있습니다.",
마그네슘,추천,건강관심사,피로감/에너지부족,신경과 근육의 이완을 돕고 만성 피로 증상을 완화합니다.,마그네슘은 체내 300개 이상의 효소 반응에 관여하며 신경과 근육 기능에 필수적인 미네랄입니다. 특히 심혈관 건강에 중요한 역할을 합니다.,식사 중 함께 섭취하면 흡수율이 높습니다.,과다 섭취 시 설사나 복부 경련이 생길 수 있으므로 적정량을 지켜야 합니다.,
섬유소,추천,건강관심사,변비/소화불량,장 운동을 촉진하여 변비를 예방하고 소화 기능을 개선합니다.,"섬유소는 소화되지 않고 장내에서 수분을 흡수하며, 장 건강과 대사에 긍정적인 영향을 줍니다.",물과 함께 충분히 섭취하면 장 운동과 혈당 조절 효과가 향상됩니다.,과다 섭취 시 복부 팽만이나 가스가 생길 수 있으니 천천히 늘려야 합니다.,
마그네슘,추천,건강관심사,변비/소화불량,장의 연동 운동을 자극해 배변 활동을 촉진합니다.,마그네슘은 체내 300개 이상의 효소 반응에 관여하며 신경과 근육 기능에 필수적인 미네랄입니다. 특히 심혈관 건강에 중요한 역할을 합니다.,식사 중 함께 섭취하면 흡수율이 높습니다.,과다 섭취 시 설사나 복부 경련이 생길 수 있으므로 적정량을 지켜야 합니다.,
크롬,주의,건강관심사,피로감/에너지부족,"혈당 조절에 도움을 줄 수 있으나, 건강한 사람의 에너지 개선 목적 섭취는 과도하거나 불필요할 수 있습니다.","크롬은 미량 무기질로, 탄수화물과 지방 대사에 중요한 역할을 합니다.","식사와 함께 섭취하는 것이 좋으며, 고용량 섭취는 피해야 합니다.",장기 고용량 섭취 시 신장이나 간 손상 가능성이 있으므로 주의가 필요합니다.,
철분,주의,건강관심사,변비/소화불량,철분은 위장을 자극하거나 변비를 유발할 수 있어 소화 장애가 있을 땐 피하는 것이 좋습니다.,"철은 산소 운반에 필수적인 미네랄로, 특히 여성과 임산부에게 중요합니다.",비타민 C와 함께 섭취하면 흡수율이 높아집니다.,"과잉 섭취 시 변비, 메스꺼움 등의 부작용이 있을 수 있어 식후 복용이 권장됩니다.",
철분,추천,건강관심사,임신성 빈혈,혈액 내 산소 운반을 돕고 태아의 성장에 필수적인 철분 수치를 유지합니다.,"철은 산소 운반에 필수적인 미네랄로, 특히 여성과 임산부에게 중요합니다.",비타민 C와 함께 섭취하면 흡수율이 높아집니다.,"과잉 섭취 시 변비, 메스꺼움 등의 부작용이 있을 수 있어 식후 복용이 권장됩니다.",
비타민 B9(엽산),추천,건강관심사,임신성 빈혈,태아의 신경관 형성과 적혈구 생성을 돕습니다.,엽산은 세포 생성과 성장에 중요한 수용성 비타민입니다.,아침 식사와 함께 복용하면 안정적으로 흡수됩니다.,고용량을 장기간 복용하면 비타민 B12 결핍 증상을 가릴 수 있으므로 주의가 필요합니다.,
칼슘,주의,건강관심사,임신성 빈혈,철분과 동시 복용 시 흡수를 방해할 수 있으므로 주의가 필요합니다.,칼슘은 뼈와 치아 건강뿐 아니라 근육 수축과 혈압 조절에도 관여하는 필수 미네랄입니다.,흡수를 위해 비타민 D와 함께 섭취하는 것이 좋습니다.,철분과 동시에 섭취 시 흡수율이 떨어질 수 있으므로 시간차를 두는 것이 좋습니다.,
비타민 B3(니아신),추천,건강관심사,체중 증가 관리,지방 대사와 에너지 생산을 촉진하여 체중 조절에 기여합니다.,나이아신은 에너지 대사에 관여하는 수용성 비타민입니다.,수용성이라 공복 섭취가 가능합니다.,과도 복용 시 얼굴 홍조나 간 기능 이상이 생길 수 있습니다.,
섬유소,추천,건강관심사,체중 증가 관리,포만감을 높여 과식을 줄이고 장운동을 원활하게 돕습니다.,"섬유소는 소화되지 않고 장내에서 수분을 흡수하며, 장 건강과 대사에 긍정적인 영향을 줍니다.",물과 함께 충분히 섭취하면 장 운동과 혈당 조절 효과가 향상됩니다.,과다 섭취 시 복부 팽만이나 가스가 생길 수 있으니 천천히 늘려야 합니다.,
오메가-6(GLA),주의,건강관심사,체중 증가 관리,과도한 섭취 시 염증 반응 및 체중 증가를 유발할 수 있습니다.,"오메가-6는 필수 지방산이지만, 오메가-3와의 균형이 중요합니다.","오메가-6가 많은 식용유(옥수수유, 해바라기유 등)의 사용을 줄이고, 오메가-3가 풍부한 식품을 늘리는 것이 좋습니다.",,
비타민 D,추천,건강관심사,요통/골반통,칼슘 흡수를 도와 뼈와 근육 건강을 개선합니다.,"비타민 D는 햇빛을 통해 체내에서 합성되며, 뼈 건강과 면역 조절에 중요합니다.",지용성 비타민이므로 식사 중 지방과 함께 섭취해야 흡수율이 높아집니다.,과잉 섭취 시 고칼슘혈증 등의 부작용이 있을 수 있어 권장량을 지켜야 합니다.,
마그네슘,추천,건강관심사,요통/골반통,근육 수축과 신경 자극을 조절하여 통증을 완화하는 데 도움이 됩니다.,마그네슘은 체내 300개 이상의 효소 반응에 관여하며 신경과 근육 기능에 필수적인 미네랄입니다. 특히 심혈관 건강에 중요한 역할을 합니다.,식사 중 함께 섭취하면 흡수율이 높습니다.,과다 섭취 시 설사나 복부 경련이 생길 수 있으므로 적정량을 지켜야 합니다.,
마그네슘,추천,건강관심사,스트레스/정서 안정,신경 전달 물질의 균형을 조절해 긴장과 불안을 완화합니다.,마그네슘은 체내 300개 이상의 효소 반응에 관여하며 신경과 근육 기능에 필수적인 미네랄입니다. 특히 심혈관 건강에 중요한 역할을 합니다.,식사 중 함께 섭취하면 흡수율이 높습니다.,과다 섭취 시 설사나 복부 경련이 생길 수 있으므로 적정량을 지켜야 합니다.,
비타민 B6,추천,건강관심사,스트레스/정서 안정,세로토닌 합성을 촉진해 기분을 안정시키는 데 도움을 줍니다.,비타민 B6는 신경전달물질과 여성 호르몬 대사에 관여합니다.,하루 권장량 내에서 나눠 섭취하면 흡수율이 좋습니다.,장기간 고용량 섭취 시 신경 손상의 위험이 있으므로 반드시 적정량을 지켜야 합니다.,
오메가-6(GLA),주의,건강관심사,스트레스/정서 안정,과다 섭취 시 염증 반응을 유발하고 스트레스 상태를 악화시킬 수 있습니다.,"오메가-6는 필수 지방산이지만, 오메가-3와의 균형이 중요합니다.","오메가-6가 많은 식용유(옥수수유, 해바라기유 등)의 사용을 줄이고, 오메가-3가 풍부한 식품을 늘리는 것이 좋습니다.",,
비타민 B12(코발라민),추천,건강관심사,산후 우울증,신경계 건강과 기분 조절 호르몬 생성에 관여합니다.,비타민 B12는 적혈구 생성과 신경 기능 유지에 필수적인 수용성 비타민입니다.,식사와 함께 섭취하면 흡수율이 높아집니다.,"일반적으로 안전하나, 고용량 장기 복용 시 간 기능을 모니터링할 필요가 있습니다.",
"오메가-3(EPA, DHA)",추천,건강관심사,산후 우울증,항염 및 항우울 효과가 있어 정서 안정과 두뇌 건강을 돕습니다.,오메가-3는 불포화지방산의 일종으로 심혈관 건강을 지원하며 염증을 조절하는 역할을 합니다.,식후에 섭취하면 흡수가 잘 됩니다.,항응고제를 복용 중인 경우 출혈 위험이 증가할 수 있어 주의해야 합니다.,
마그네슘,추천,건강관심사,수면장애/불면증,멜라토닌 분비를 도와 수면의 질을 향상시킵니다.,마그네슘은 체내 300개 이상의 효소 반응에 관여하며 신경과 근육 기능에 필수적인 미네랄입니다. 특히 심혈관 건강에 중요한 역할을 합니다.,식사 중 함께 섭취하면 흡수율이 높습니다.,과다 섭취 시 설사나 복부 경련이 생길 수 있으므로 적정량을 지켜야 합니다.,
비타민 B6,추천,건강관심사,수면장애/불면증,멜라토닌 및 세로토닌 생성을 도와 수면 리듬을 조절합니다.,비타민 B6는 신경전달물질과 여성 호르몬 대사에 관여합니다.,하루 권장량 내에서 나눠 섭취하면 흡수율이 좋습니다.,장기간 고용량 섭취 시 신경 손상의 위험이 있으므로 반드시 적정량을 지켜야 합니다.,
카페인 유도 성분,주의,건강관심사,수면장애/불면증,자극 작용으로 인해 수면을 방해할 수 있습니다.,카페인은 각성 효과를 유발하여 수면 주기를 지연시킵니다.,카페인이 없는 영양 성분 위주로 저녁 이후는 피하는 것이 좋습니다.,,
비타민 C,추천,건강관심사,면역력 강화,면역 세포의 기능을 강화하고 감염 방어력을 높여줍니다.,비타민 C는 수용성 비타민으로 항산화 작용을 하며 면역력 강화에 중요한 역할을 합니다.,하루에 나눠 섭취하면 체내 흡수율이 높아집니다.,과다 복용 시 위장 장애나 설사를 유발할 수 있으므로 1일 권장량을 초과하지 않도록 주의하세요.,
아연,추천,건강관심사,면역력 강화,백혈구 기능을 향상시키고 감염 저항력을 높이는 데 기여합니다.,"아연은 세포 분열과 면역 기능, 피부 회복에 필수적인 미네랄입니다.",공복보다는 식사와 함께 섭취하는 것이 위 자극을 줄입니다.,고용량 아연 섭취는 구리 결핍을 유발할 수 있으니 균형 있게 섭취해야 합니다.,
요오드,추천,건강관심사,갑상선 기능 저하,"갑상선 호르몬의 구성 요소로, 대사 조절에 직접적인 영향을 줍니다.","요오드는 갑상선 기능 유지에 중요한 미네랄이지만, 일부 피부 반응과 연관 있습니다.",갑상선 기능 저하증 외에는 요오드가 많이 포함된 보충제를 피하는 것이 좋습니다.,요오드 과잉은 특히 여드름 민감성 피부에 부정적일 수 있습니다.,
셀레늄,추천,건강관심사,갑상선 기능 저하,갑상선 호르몬의 활성화와 항산화 보호 기능을 지원합니다.,"셀레늄은 티로이드 효소의 작용을 돕는 미네랄이며, 면역 조절에도 관여합니다.","하루 권장량을 넘기지 않도록 식사 중 보충이 좋으며, 견과류나 해산물에 풍부합니다.","고용량 장기 복용 시 탈모, 손톱 이상, 신경 증상 등이 나타날 수 있습니다.",
철분,주의,건강관심사,갑상선 기능 저하,과도한 철분은 갑상선 호르몬 흡수를 저해할 수 있습니다.,"철은 산소 운반에 필수적인 미네랄로, 특히 여성과 임산부에게 중요합니다.",비타민 C와 함께 섭취하면 흡수율이 높아집니다.,"과잉 섭취 시 변비, 메스꺼움 등의 부작용이 있을 수 있어 식후 복용이 권장됩니다.",
칼륨,추천,건강관심사,부종/혈액순환 장애,나트륨 배출을 도와 부종 완화와 혈압 조절에 도움을 줍니다.,칼륨은 세포 내 액체의 균형을 유지하고 심장 기능을 조절하는 데 중요한 미네랄입니다.,신선한 채소나 과일을 통해 자연스럽게 섭취하는 것이 좋습니다.,신장 기능이 저하된 경우 칼륨 과다로 인해 부작용이 발생할 수 있어 주의가 필요합니다.,
"오메가-3(EPA, DHA)",추천,건강관심사,부종/혈액순환 장애,혈액 순환을 개선하고 혈관 건강을 지켜줍니다.,오메가-3는 불포화지방산의 일종으로 심혈관 건강을 지원하며 염증을 조절하는 역할을 합니다.,식후에 섭취하면 흡수가 잘 됩니다.,항응고제를 복용 중인 경우 출혈 위험이 증가할 수 있어 주의해야 합니다.,
