name,recommendation,category,keyword,reason,info,usage,precaution,
"오메가-3(EPA, DHA)",추천,건강관심사,태아 두뇌 발달 지원,DHA는 태아의 뇌와 신경 발달에 중요한 역할을 합니다.,오메가-3는 불포화지방산의 일종으로 심혈관 건강을 지원하며 염증을 조절하는 역할을 합니다.,식후에 섭취하면 흡수가 잘 됩니다.,항응고제를 복용 중인 경우 출혈 위험이 증가할 수 있어 주의해야 합니다.,
비타민 B12(코발라민),추천,건강관심사,태아 두뇌 발달 지원,신경관 형성과 태아의 신경 발달에 기여합니다.,비타민 B12는 적혈구 생성과 신경 기능 유지에 필수적인 수용성 비타민입니다.,식사와 함께 섭취하면 흡수율이 높아집니다.,"일반적으로 안전하나, 고용량 장기 복용 시 간 기능을 모니터링할 필요가 있습니다.",
칼슘,추천,건강관심사,태아 뼈 형성 지원,태아의 뼈와 치아 형성에 직접적으로 사용됩니다.,칼슘은 뼈와 치아 건강뿐 아니라 근육 수축과 혈압 조절에도 관여하는 필수 미네랄입니다.,흡수를 위해 비타민 D와 함께 섭취하는 것이 좋습니다.,철분과 동시에 섭취 시 흡수율이 떨어질 수 있으므로 시간차를 두는 것이 좋습니다.,
비타민 D,추천,건강관심사,태아 뼈 형성 지원,칼슘 흡수를 도와 태아의 뼈와 골격 발달을 지원합니다.,"비타민 D는 햇빛을 통해 체내에서 합성되며, 뼈 건강과 면역 조절에 중요합니다.",지용성 비타민이므로 식사 중 지방과 함께 섭취해야 흡수율이 높아집니다.,과잉 섭취 시 고칼슘혈증 등의 부작용이 있을 수 있어 권장량을 지켜야 합니다.,
비타민 A,주의,건강관심사,태아 뼈 형성 지원,고용량 섭취 시 태아 기형 가능성을 높일 수 있습니다.,비타민 A는 시력과 피부 건강에 중요한 지용성 비타민입니다.,섭취량 조절이 어렵다면 베타카로틴 형태로 섭취하는 것이 더 안전할 수 있습니다.,"과잉 섭취 시 간 손상, 두통, 기분 변화 등의 부작용이 발생할 수 있습니다.",
마그네슘,추천,건강관심사,조산 예방/자궁 건강,자궁근의 긴장도를 낮춰 조산 위험을 줄이는 데 도움을 줍니다.,마그네슘은 체내 300개 이상의 효소 반응에 관여하며 신경과 근육 기능에 필수적인 미네랄입니다. 특히 심혈관 건강에 중요한 역할을 합니다.,식사 중 함께 섭취하면 흡수율이 높습니다.,과다 섭취 시 설사나 복부 경련이 생길 수 있으므로 적정량을 지켜야 합니다.,
비타민 B6,추천,건강관심사,조산 예방/자궁 건강,호르몬 균형 유지와 자궁 기능 정상화에 도움을 줍니다.,비타민 B6는 신경전달물질과 여성 호르몬 대사에 관여합니다.,하루 권장량 내에서 나눠 섭취하면 흡수율이 좋습니다.,장기간 고용량 섭취 시 신경 손상의 위험이 있으므로 반드시 적정량을 지켜야 합니다.,
비타민 B9(엽산),추천,건강관심사,태아 성장 지연 예방,"세포 분열과 성장에 필수로, 태아의 정상적인 발육을 도와줍니다.",엽산은 세포 생성과 성장에 중요한 수용성 비타민입니다.,아침 식사와 함께 복용하면 안정적으로 흡수됩니다.,고용량을 장기간 복용하면 비타민 B12 결핍 증상을 가릴 수 있으므로 주의가 필요합니다.,
철분,추천,건강관심사,태아 성장 지연 예방,적혈구 생성을 도와 산소 공급을 증가시켜 태아 성장에 기여합니다.,"철은 산소 운반에 필수적인 미네랄로, 특히 여성과 임산부에게 중요합니다.",비타민 C와 함께 섭취하면 흡수율이 높아집니다.,"과잉 섭취 시 변비, 메스꺼움 등의 부작용이 있을 수 있어 식후 복용이 권장됩니다.",
비타민 C,추천,건강관심사,기미/잡티/색소침착,멜라닌 생성을 억제하고 피부톤 개선에 도움을 줍니다.,비타민 C는 수용성 비타민으로 항산화 작용을 하며 면역력 강화에 중요한 역할을 합니다.,하루에 나눠 섭취하면 체내 흡수율이 높아집니다.,과다 복용 시 위장 장애나 설사를 유발할 수 있으므로 1일 권장량을 초과하지 않도록 주의하세요.,
비타민 E,추천,건강관심사,기미/잡티/색소침착,피부 세포의 산화 스트레스를 줄여 색소침착 예방에 도움을 줍니다.,비타민 E는 세포막을 보호하고 염증을 억제하는 대표적인 항산화 비타민입니다.,식사 중 지방과 함께 섭취하면 흡수율이 높아집니다.,장기간 고용량 섭취 시 출혈 위험이 증가할 수 있습니다.,
베타카로틴,주의,건강관심사,기미/잡티/색소침착,일부 연구에서 고용량 베타카로틴이 피부 착색을 유발할 수 있다는 보고가 있습니다.,베타카로틴은 비타민 A의 전구체이며 항산화 기능을 합니다.,다양한 채소 섭취를 통해 자연스럽게 섭취하는 것이 가장 안전합니다.,,
아연,추천,건강관심사,피부 트러블/여드름,피지 분비 조절과 염증 완화에 효과가 있습니다.,"아연은 세포 분열과 면역 기능, 피부 회복에 필수적인 미네랄입니다.",공복보다는 식사와 함께 섭취하는 것이 위 자극을 줄입니다.,고용량 아연 섭취는 구리 결핍을 유발할 수 있으니 균형 있게 섭취해야 합니다.,
비타민 B6,추천,건강관심사,피부 트러블/여드름,호르몬 균형을 유지해 여드름 완화에 도움이 됩니다.,비타민 B6는 신경전달물질과 여성 호르몬 대사에 관여합니다.,하루 권장량 내에서 나눠 섭취하면 흡수율이 좋습니다.,장기간 고용량 섭취 시 신경 손상의 위험이 있으므로 반드시 적정량을 지켜야 합니다.,
비타민 B7(비오틴),추천,건강관심사,탈모/모발 건강,모발 성장과 각질층 유지에 필수적인 성분입니다.,"비오틴은 피부, 모발, 손발톱 건강에 중요한 수용성 비타민입니다.",아침 공복에 복용해도 부담이 적으며 꾸준한 복용이 중요합니다.,비오틴이 혈액검사 결과에 영향을 줄 수 있어 검사 전 중단 필요할 수 있습니다.,
철분,추천,건강관심사,탈모/모발 건강,"철 결핍은 탈모와 직접적인 연관이 있으며, 산소 공급을 통해 두피 건강을 돕습니다.","철은 산소 운반에 필수적인 미네랄로, 특히 여성과 임산부에게 중요합니다.",비타민 C와 함께 섭취하면 흡수율이 높아집니다.,"과잉 섭취 시 변비, 메스꺼움 등의 부작용이 있을 수 있어 식후 복용이 권장됩니다.",
오메가-6(GLA),주의,건강관심사,탈모/모발 건강,과도한 오메가-6 섭취는 염증 반응을 증가시켜 두피 건강에 악영향을 줄 수 있습니다.,"오메가-6는 필수 지방산이지만, 오메가-3와의 균형이 중요합니다.","오메가-6가 많은 식용유(옥수수유, 해바라기유 등)의 사용을 줄이고, 오메가-3가 풍부한 식품을 늘리는 것이 좋습니다.",,
마그네슘,추천,건강관심사,손톱 강화,단백질 합성과 세포 재생을 도와 손톱의 건강한 성장을 촉진합니다.,마그네슘은 체내 300개 이상의 효소 반응에 관여하며 신경과 근육 기능에 필수적인 미네랄입니다. 특히 심혈관 건강에 중요한 역할을 합니다.,식사 중 함께 섭취하면 흡수율이 높습니다.,과다 섭취 시 설사나 복부 경련이 생길 수 있으므로 적정량을 지켜야 합니다.,
비타민 B9(엽산),추천,건강관심사,손톱 강화,손톱 세포의 DNA 합성과 재생을 도와줍니다.,엽산은 세포 생성과 성장에 중요한 수용성 비타민입니다.,아침 식사와 함께 복용하면 안정적으로 흡수됩니다.,고용량을 장기간 복용하면 비타민 B12 결핍 증상을 가릴 수 있으므로 주의가 필요합니다.,
루테인,추천,건강관심사,눈 건강,황반을 보호하고 자외선 및 청색광으로부터 눈을 지켜줍니다.,"루테인은 눈 건강에 중요한 카로티노이드로, 특히 노화성 안질환 예방에 유효합니다.",지용성이므로 식사 중 지방과 함께 섭취하면 흡수율이 높아집니다.,"루테인만 과다 복용해도 특별한 부작용은 드물지만, 복합 보충제와 병용 시 주의하세요.",
비타민 A,추천,건강관심사,눈 건강,야맹증 예방과 시각세포 기능 유지에 필수적입니다.,비타민 A는 시력과 피부 건강에 중요한 지용성 비타민입니다.,섭취량 조절이 어렵다면 베타카로틴 형태로 섭취하는 것이 더 안전할 수 있습니다.,"과잉 섭취 시 간 손상, 두통, 기분 변화 등의 부작용이 발생할 수 있습니다.",
L-카르니틴,추천,건강관심사,운동능력/근육량,지방을 에너지로 전환시켜 운동 시 지구력과 회복을 향상시킵니다.,L-카르니틴은 근육 내 에너지 대사와 지구력 향상에 중요한 성분입니다.,운동 30분 전에 섭취하면 가장 효과적입니다.,과다 복용 시 위장 장애나 생리적 냄새가 날 수 있습니다.,
비타민 B1,추천,건강관심사,운동능력/근육량,탄수화물 대사와 근육 기능 유지에 도움을 줍니다.,비타민 B1은 탄수화물 대사에 필수적인 수용성 비타민입니다.,공복보다는 식사와 함께 복용하는 것이 흡수에 유리합니다.,고용량 복용 시 효과가 제한적일 수 있어 지속적인 관리는 필요합니다.,
오메가-6(GLA),주의,건강관심사,운동능력/근육량,과잉 섭취 시 염증 반응을 증가시켜 운동 회복을 방해할 수 있습니다.,"오메가-6는 필수 지방산이지만, 오메가-3와의 균형이 중요합니다.","오메가-6가 많은 식용유(옥수수유, 해바라기유 등)의 사용을 줄이고, 오메가-3가 풍부한 식품을 늘리는 것이 좋습니다.",,
비타민 B12(코발라민),추천,건강관심사,간 건강,간에서의 대사와 해독 작용을 도와 간 기능 유지에 기여합니다.,비타민 B12는 적혈구 생성과 신경 기능 유지에 필수적인 수용성 비타민입니다.,식사와 함께 섭취하면 흡수율이 높아집니다.,"일반적으로 안전하나, 고용량 장기 복용 시 간 기능을 모니터링할 필요가 있습니다.",
셀레늄,추천,건강관심사,간 건강,항산화 작용을 통해 간세포 손상을 방지합니다.,"셀레늄은 티로이드 효소의 작용을 돕는 미네랄이며, 면역 조절에도 관여합니다.","하루 권장량을 넘기지 않도록 식사 중 보충이 좋으며, 견과류나 해산물에 풍부합니다.","고용량 장기 복용 시 탈모, 손톱 이상, 신경 증상 등이 나타날 수 있습니다.",
비타민 A,주의,건강관심사,간 건강,고용량 섭취 시 간에 축적되어 간 손상을 유발할 수 있습니다.,비타민 A는 시력과 피부 건강에 중요한 지용성 비타민입니다.,섭취량 조절이 어렵다면 베타카로틴 형태로 섭취하는 것이 더 안전할 수 있습니다.,"과잉 섭취 시 간 손상, 두통, 기분 변화 등의 부작용이 발생할 수 있습니다.",
크롬,추천,건강관심사,혈당 관리,인슐린 감수성을 높여 혈당 조절에 도움을 줍니다.,"크롬은 미량 무기질로, 탄수화물과 지방 대사에 중요한 역할을 합니다.","식사와 함께 섭취하는 것이 좋으며, 고용량 섭취는 피해야 합니다.",장기 고용량 섭취 시 신장이나 간 손상 가능성이 있으므로 주의가 필요합니다.,
마그네슘,추천,건강관심사,혈당 관리,혈당 조절과 인슐린 작용에 필수적인 미네랄입니다.,마그네슘은 체내 300개 이상의 효소 반응에 관여하며 신경과 근육 기능에 필수적인 미네랄입니다. 특히 심혈관 건강에 중요한 역할을 합니다.,식사 중 함께 섭취하면 흡수율이 높습니다.,과다 섭취 시 설사나 복부 경련이 생길 수 있으므로 적정량을 지켜야 합니다.,
칼슘,추천,건강관심사,치아/잇몸,"치아와 턱뼈를 구성하는 주요 성분으로, 손상 예방에 도움을 줍니다.",칼슘은 뼈와 치아 건강뿐 아니라 근육 수축과 혈압 조절에도 관여하는 필수 미네랄입니다.,흡수를 위해 비타민 D와 함께 섭취하는 것이 좋습니다.,철분과 동시에 섭취 시 흡수율이 떨어질 수 있으므로 시간차를 두는 것이 좋습니다.,
비타민 C,추천,건강관심사,치아/잇몸,잇몸 출혈을 예방하고 치주 조직을 건강하게 유지하는 데 도움을 줍니다.,비타민 C는 수용성 비타민으로 항산화 작용을 하며 면역력 강화에 중요한 역할을 합니다.,하루에 나눠 섭취하면 체내 흡수율이 높아집니다.,과다 복용 시 위장 장애나 설사를 유발할 수 있으므로 1일 권장량을 초과하지 않도록 주의하세요.,
비타민 E,추천,건강관심사,노화/항산화,세포 손상을 방지하고 피부 및 조직의 노화를 늦추는 데 도움을 줍니다.,비타민 E는 세포막을 보호하고 염증을 억제하는 대표적인 항산화 비타민입니다.,식사 중 지방과 함께 섭취하면 흡수율이 높아집니다.,장기간 고용량 섭취 시 출혈 위험이 증가할 수 있습니다.,
셀레늄,추천,건강관심사,노화/항산화,강력한 항산화 작용으로 면역력과 세포 보호 기능을 강화합니다.,"셀레늄은 티로이드 효소의 작용을 돕는 미네랄이며, 면역 조절에도 관여합니다.","하루 권장량을 넘기지 않도록 식사 중 보충이 좋으며, 견과류나 해산물에 풍부합니다.","고용량 장기 복용 시 탈모, 손톱 이상, 신경 증상 등이 나타날 수 있습니다.",
"오메가-3(EPA, DHA)",추천,건강관심사,기억력/인지력,뇌세포 기능을 유지하고 신경전달을 돕습니다.,오메가-3는 불포화지방산의 일종으로 심혈관 건강을 지원하며 염증을 조절하는 역할을 합니다.,식후에 섭취하면 흡수가 잘 됩니다.,항응고제를 복용 중인 경우 출혈 위험이 증가할 수 있어 주의해야 합니다.,
비타민 B12(코발라민),추천,건강관심사,기억력/인지력,신경세포의 기능과 기억력 유지에 중요한 역할을 합니다.,비타민 B12는 적혈구 생성과 신경 기능 유지에 필수적인 수용성 비타민입니다.,식사와 함께 섭취하면 흡수율이 높아집니다.,"일반적으로 안전하나, 고용량 장기 복용 시 간 기능을 모니터링할 필요가 있습니다.",
비타민 A,주의,건강관심사,기억력/인지력,"과다 섭취 시 뇌압 상승, 피로감, 혼란 등의 신경계 부작용이 발생할 수 있습니다.",비타민 A는 시력과 피부 건강에 중요한 지용성 비타민입니다.,섭취량 조절이 어렵다면 베타카로틴 형태로 섭취하는 것이 더 안전할 수 있습니다.,"과잉 섭취 시 간 손상, 두통, 기분 변화 등의 부작용이 발생할 수 있습니다.",
비타민 D,추천,건강관심사,뼈 건강,칼슘 흡수를 촉진하여 뼈를 튼튼하게 유지합니다.,"비타민 D는 햇빛을 통해 체내에서 합성되며, 뼈 건강과 면역 조절에 중요합니다.",지용성 비타민이므로 식사 중 지방과 함께 섭취해야 흡수율이 높아집니다.,과잉 섭취 시 고칼슘혈증 등의 부작용이 있을 수 있어 권장량을 지켜야 합니다.,
비타민 K,추천,건강관심사,뼈 건강,칼슘이 뼈에 잘 결합되도록 도와 골밀도 향상에 기여합니다.,비타민 K는 혈액 응고와 뼈 대사에 중요한 지용성 비타민입니다.,지방과 함께 섭취하면 흡수율이 증가합니다.,혈액응고제(와파린 등) 복용자는 복용 전 전문가 상담이 필요합니다.,
"오메가-3(EPA, DHA)",추천,건강관심사,관절 건강,염증을 줄이고 관절 통증을 완화하는 데 효과적입니다.,오메가-3는 불포화지방산의 일종으로 심혈관 건강을 지원하며 염증을 조절하는 역할을 합니다.,식후에 섭취하면 흡수가 잘 됩니다.,항응고제를 복용 중인 경우 출혈 위험이 증가할 수 있어 주의해야 합니다.,
비타민 D,추천,건강관심사,관절 건강,관절 통증과 골밀도 저하를 예방하는 데 도움을 줍니다.,"비타민 D는 햇빛을 통해 체내에서 합성되며, 뼈 건강과 면역 조절에 중요합니다.",지용성 비타민이므로 식사 중 지방과 함께 섭취해야 흡수율이 높아집니다.,과잉 섭취 시 고칼슘혈증 등의 부작용이 있을 수 있어 권장량을 지켜야 합니다.,
콜린,추천,건강관심사,수유 준비,모유를 통한 태아 뇌 발달을 지원하고 수유 중 인지 기능 보호에 도움을 줍니다.,콜린은 세포막 구성과 신경전달물질 합성에 중요한 필수 영양소입니다.,"달걀 노른자, 간, 콩류에 풍부하며 식사와 함께 섭취하면 좋습니다.",고용량 섭취 시 체취 증가나 위장 불편을 유발할 수 있습니다.,
비타민 B12(코발라민),추천,건강관심사,수유 준비,모유를 통해 아기에게 전달되며 아기의 신경 발달을 돕습니다.,비타민 B12는 적혈구 생성과 신경 기능 유지에 필수적인 수용성 비타민입니다.,식사와 함께 섭취하면 흡수율이 높아집니다.,"일반적으로 안전하나, 고용량 장기 복용 시 간 기능을 모니터링할 필요가 있습니다.",
마그네슘,추천,건강관심사,수분 보충/탈수 예방,전해질 균형 유지와 근육 수축 조절에 도움을 줍니다.,마그네슘은 체내 300개 이상의 효소 반응에 관여하며 신경과 근육 기능에 필수적인 미네랄입니다. 특히 심혈관 건강에 중요한 역할을 합니다.,식사 중 함께 섭취하면 흡수율이 높습니다.,과다 섭취 시 설사나 복부 경련이 생길 수 있으므로 적정량을 지켜야 합니다.,
칼륨,추천,건강관심사,수분 보충/탈수 예방,세포 내 수분 유지와 심장 기능 안정화에 필수입니다.,칼륨은 전해질로서 체내 삼투압과 신경 자극 전달에 관여합니다.,"바나나, 감자, 오렌지 주스 등에서 섭취 가능하며 수분과 함께 복용이 좋습니다.",신장 기능이 약한 경우 고칼륨혈증 위험이 있으므로 주의가 필요합니다.,
비타민 C,추천,건강관심사,출산 후 회복(산후 관리 준비),,비타민 C는 수용성 비타민으로 항산화 작용을 하며 면역력 강화에 중요한 역할을 합니다.,하루에 나눠 섭취하면 체내 흡수율이 높아집니다.,과다 복용 시 위장 장애나 설사를 유발할 수 있으므로 1일 권장량을 초과하지 않도록 주의하세요.,고용량 복용 시 복부 팽만이나 신장 결석 위험이 있습니다.
철분,추천,건강관심사,출산 후 회복(산후 관리 준비),,"철은 산소 운반에 필수적인 미네랄로, 특히 여성과 임산부에게 중요합니다.",비타민 C와 함께 섭취하면 흡수율이 높아집니다.,"과잉 섭취 시 변비, 메스꺼움 등의 부작용이 있을 수 있어 식후 복용이 권장됩니다.","과다 복용 시 위장 장애나 변비, 철분 중독의 위험이 있습니다."
비타민 B2(리보플라빈),추천,건강관심사,피로감/에너지부족,세포 내 에너지 생성에 관여하여 피로 회복에 도움을 줍니다.,"비타민 B2는 에너지 대사와 항산화 효소 작용에 필수적인 수용성 비타민입니다. 피부, 점막, 시력 건강에도 중요한 역할을 합니다.","물과 함께 복용하며, 하루에 여러 번 나누어 섭취하면 흡수율이 높아집니다.",과다 섭취 시 소변이 노랗게 변할 수 있으나 큰 부작용은 없습니다.,
비타민 B5(판토텐산),추천,건강관심사,스트레스/정서 안정,부신 기능을 지원하여 스트레스 조절에 기여합니다.,"비타민 B5는 에너지 생성과 지방산 합성에 필수적이며, 피부 재생과 호르몬 생성에도 관여합니다.",아침 식사와 함께 복용하면 신진대사 효율이 높아집니다.,지나친 복용은 위장 불편감을 유발할 수 있으니 하루 권장량을 지켜야 합니다.,
비타민 K,추천,건강문제,골다공증,칼슘이 뼈에 잘 흡착되도록 도와 뼈 건강 유지에 기여합니다.,비타민 K는 혈액 응고와 뼈 대사에 중요한 지용성 비타민입니다.,지방과 함께 섭취하면 흡수율이 증가합니다.,혈액응고제(와파린 등) 복용자는 복용 전 전문가 상담이 필요합니다.,
비타민 E,추천,건강관심사,노화/항산화,활성산소로부터 세포를 보호해 노화 방지에 도움을 줍니다.,비타민 E는 세포막을 보호하고 염증을 억제하는 대표적인 항산화 비타민입니다.,식사 중 지방과 함께 섭취하면 흡수율이 높아집니다.,장기간 고용량 섭취 시 출혈 위험이 증가할 수 있습니다.,
구리,추천,건강문제,빈혈,철분 흡수와 적혈구 생성에 관여하여 빈혈 예방에 도움을 줍니다.,"구리는 철 대사, 결합조직 생성, 면역 기능 유지에 중요한 미량 원소입니다.","철분과 함께 섭취 시 효과가 높아지며, 아침 식사와 함께 복용하는 것이 좋습니다.",과잉 섭취 시 간 기능 장애를 일으킬 수 있어 주의가 필요합니다.,
망간,추천,건강관심사,관절 건강,연골과 결합조직 생성을 촉진해 관절 손상 예방에 기여합니다.,망간은 항산화 효소 작용과 뼈·연골 생성에 필요한 미네랄입니다.,"곡류, 견과류 섭취와 함께 자연스럽게 보충할 수 있습니다.",지나친 섭취는 신경계 이상을 유발할 수 있어 장기 고용량 복용은 피해야 합니다.,
몰리브덴,추천,건강관심사,간 건강,간 해독 효소 작용을 촉진해 체내 독소 배출을 돕습니다.,몰리브덴은 황화물과 알데하이드 해독에 필요한 효소의 필수 보조 인자입니다.,간 기능 보호제나 유기농 채소와 함께 섭취하면 자연스러운 보충이 가능합니다.,극소량만 필요하므로 영양제로 섭취할 경우 과잉 복용에 주의해야 합니다.,
오메가-7,추천,건강문제,피부 트러블/여드름,피부 세포에 수분을 공급하고 염증 반응을 완화해 여드름 개선에 기여합니다.,"오메가-7은 점막과 피부 보호, 항염 효과로 주목받는 불포화 지방산입니다.",씨벅톤 오일이나 마카다미아 오일 형태로 섭취하면 효과가 좋습니다.,임산부는 제품에 따라 섭취 여부를 확인한 후 복용해야 합니다.,
히알루론산,추천,건강관심사,수분 보충/탈수 예방,체내 수분 보유력을 높여 피부와 관절의 건조를 방지합니다.,"히알루론산은 체내 수분을 끌어당겨 유지시키는 기능을 하며, 관절 윤활제 역할도 합니다.",콜라겐이나 비타민 C와 함께 섭취하면 체내 흡수율이 증가합니다.,제품에 따라 분자량에 차이가 있어 섭취 목적에 맞는 선택이 필요합니다.,
